,Time,Day,Week,Month,Year,Holiday,Increase,Integrated Load
1603,5/23/2020,23,21,5,2020,1,-1.393276677,342401
1604,5/24/2020,24,21,5,2020,1,-6.067739288,321625
1605,5/25/2020,25,22,5,2020,0,5.542168675,339450
1606,5/26/2020,26,22,5,2020,0,15.74723818,392904
1607,5/27/2020,27,22,5,2020,0,4.101765317,409020
1608,5/28/2020,28,22,5,2020,0,-0.530536404,406850
1609,5/29/2020,29,22,5,2020,0,2.104461104,415412
1610,5/30/2020,30,22,5,2020,1,-11.35114055,368258
1611,5/31/2020,31,22,5,2020,1,-11.72981985,325062
1612,6/1/2020,1,23,6,2020,0,5.480185318,342876
1613,6/2/2020,2,23,6,2020,0,3.481725172,354814
1614,6/3/2020,3,23,6,2020,0,9.171565947,387356
1615,6/4/2020,4,23,6,2020,0,8.942161732,421994
1616,6/5/2020,5,23,6,2020,0,3.7152187,437672
1617,6/6/2020,6,23,6,2020,1,-3.4985103,422360
1618,6/7/2020,7,23,6,2020,1,-15.56136945,356635
1619,6/8/2020,8,24,6,2020,0,7.523378244,383466
1620,6/9/2020,9,24,6,2020,0,13.51645257,435297
1621,6/10/2020,10,24,6,2020,0,10.14962198,479478
1622,6/11/2020,11,24,6,2020,0,-4.213540559,459275
1623,6/12/2020,12,24,6,2020,0,-6.732567634,428354
1624,6/13/2020,13,24,6,2020,1,-16.64721235,357045
1625,6/14/2020,14,24,6,2020,1,-5.382514809,337827
1626,6/15/2020,15,25,6,2020,0,10.67824656,373901
1627,6/16/2020,16,25,6,2020,0,3.252732675,386063
1628,6/17/2020,17,25,6,2020,0,4.972245463,405259
1629,6/18/2020,18,25,6,2020,0,8.029926541,437801
1630,6/19/2020,19,25,6,2020,0,4.951107923,459477
1631,6/20/2020,20,25,6,2020,1,-1.044013084,454680
1632,6/21/2020,21,25,6,2020,1,2.825063781,467525
1633,6/22/2020,22,26,6,2020,0,13.2258168,529359
1634,6/23/2020,23,26,6,2020,0,-0.234056661,528120
1635,6/24/2020,24,26,6,2020,0,-6.486215254,493865
1636,6/25/2020,25,26,6,2020,0,-5.912141982,464667
1637,6/26/2020,26,26,6,2020,0,1.404877041,471195
1638,6/27/2020,27,26,6,2020,1,-7.602372691,435373
1639,6/28/2020,28,26,6,2020,1,5.696265042,460173
1640,6/29/2020,29,27,6,2020,0,6.788968497,491414
1641,6/30/2020,30,27,6,2020,0,-5.938984237,462229
1642,7/1/2020,1,27,7,2020,0,0.996475773,466835
1643,7/2/2020,2,27,7,2020,0,8.079514175,504553
1644,7/3/2020,3,27,7,2020,0,0.360318936,506371
1645,7/4/2020,4,27,7,2020,1,-9.042381969,460583
1646,7/5/2020,5,27,7,2020,1,4.439807809,481032
1647,7/6/2020,6,28,7,2020,0,11.13834423,534611
1648,7/7/2020,7,28,7,2020,0,-3.095521791,518062
1649,7/8/2020,8,28,7,2020,0,5.413830777,546109
1650,7/9/2020,9,28,7,2020,0,4.052670804,568241
1651,7/10/2020,10,28,7,2020,0,-5.212049113,538624
1652,7/11/2020,11,28,7,2020,1,-6.137676747,505565
1653,7/12/2020,12,28,7,2020,1,-2.951549257,490643
1654,7/13/2020,13,29,7,2020,0,6.538766476,522725
